keyword,대분류,중분류,소분류,세분류,세세분류,Feature,synonyms,hyperonym,타사전추가여부,coupang_link,추가일자,보관냉동,보관냉장,보관실온
브라질너트,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 건강지향, 견과류, 단단함, 묵직함, 생식용",,,,,,180,90,30
개암,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 견과류, 단단함, 디저트용, 토핑용",,,,,,180,90,30
도토리,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 떫은맛, 갈색, 묵용재료, 한식",,,,,,180,60,30
밤,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 단맛, 포실포실함, 구황작물, 견과류, 익혀먹는용","맛밤, 햇밤, 산밤, 깐밤",,,,2026-09-07,,30,7
연자육,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 담백함, 건강식, 약재향, 뿌리채소",,,,,,180,90,60
은행,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 쫀득, 쌉쌀함, 특유향, 가열용, 건강식",,,,,,180,60,14
잣,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 견과류향, 부드러움, 토핑용, 기름짐",,,,,,90,30,10
케쉬넛,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 견과류, 부드러움, 단맛, 기름짐",캐슈넛,,,,,180,90,30
너트,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 지방, 견과류, 단단함, 다용도","견과, 다진 견과류",,,,2026-09-07,180,90,30
헤이즐넛,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 지방, 견과류향, 향긋함, 디저트용",,,,,,180,90,30
피칸,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 지방, 견과류, 단맛, 떫은맛, 베이킹용",,,,,,180,90,30
피스타치오,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 지방, 초록색, 견과류, 독특한향",,,,,,180,90,30
땅콩,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 지방, 단백질, 견과류, 고소함, 볶음용",생땅콩,,,,2026-09-07,180,90,30
호두,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 지방, 식이섬유, 견과류, 쌉쌀함, 베이킹용",,,,,,180,90,30
아몬드,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 식감추가, 지방, 식이섬유, 견과류, 단단함, 다이어트","아몬드슬라이스, 통아몬드, 구운 아몬드",,,,2026-09-07,180,90,30
마카다미아,재료,식재료 원물,견과/씨앗/고추류,견과류,견과류,"고소함, 지방, 식감추가, 견과류, 부드러움, 진한맛, 기름짐",,,,,,180,90,30
난백,재료,식재료 원물,육류/수산/달걀,달걀/난류,계란류,"거품형성, 점도부여, 단백질, 저지방, 계란류, 하얀색, 무향, 조리보조","계란흰자, 흰자, 달걀 흰자",,,,2026-09-07,30,7,
달걀,재료,식재료 원물,육류/수산/달걀,달걀/난류,계란류,"담백함, 응고력, 풍미, 계란류, 단백질, 필수베이스, 고소함","계란, 노른자, 계란노른자, 달걀노른자, 반숙란, 달걀 노른자, 유정란, 왕란, 전란, 달걀물, 실온계란",,,,2026-09-07,-,30,7
호박고구마,재료,식재료 원물,채소류,뿌리채소류,고구마류,"달콤함, 포만감, 구황작물, 촉촉함, 노란색, 익혀먹는용, 전분질",,고구마,,,,30,30,14
벌꿀고구마,재료,식재료 원물,채소류,뿌리채소류,고구마류,"달콤함, 포만감, 구황작물, 진한맛, 끈적임, 익혀먹는용, 전분질",,고구마,,,,30,30,14
밤고구마,재료,식재료 원물,채소류,뿌리채소류,고구마류,"달콤함, 포만감, 구황작물, 포실포실함, 퍽퍽함, 익혀먹는용, 전분질",,고구마,,,,30,30,14
고구마,재료,식재료 원물,채소류,뿌리채소류,고구마류,"달콤함, 포만감, 구황작물, 전분질, 묵직함, 다용도, 익혀먹는용","호박고구마, 밤고구마, 찐고구마, 삶은 고구마, 찐 고구마",,,,2026-09-07,30,30,14
고구마줄기,재료,식재료 원물,채소류,뿌리채소류,고구마줄기,"식이섬유, 식감추가, 채소, 나물용, 아삭함, 쌉쌀함, 한식",고구마순,,,,,30,3,
자반고등어,재료,식재료 원물,육류/수산/달걀,생선류,고등어류,"감칠맛, 짠맛, 지방풍미, 생선류, 수산물, 기름짐, 가공육, 가열용",간고등어,순살고등어,,,,60,3,-
고추씨,재료,식재료 원물,견과/씨앗/고추류,고추류,고추류,"매운맛, 향긋함, 알싸함, 가루류, 씨앗, 풍미보강, 조리보조",,고추,,,,180,30,90
청양고추,재료,식재료 원물,견과/씨앗/고추류,고추류,고추류,"매운맛, 알싸함, 강한매운맛, 붉은색, 초록색, 필수베이스, 향신채","땡초, 홍청양고추, 다진 청양고추, 다진청양고추",고추,,,2026-09-07,60,10,
홍고추,재료,식재료 원물,견과/씨앗/고추류,고추류,고추류,"매운맛, 색감, 붉은색, 향신채, 아삭함, 토핑용, 고명용","빨간고추, 붉은고추, 청양홍고추, 건홍고추, 다진 홍고추",고추,,,2026-09-07,60,10,
베트남고추,재료,식재료 원물,견과/씨앗/고추류,고추류,고추류,"매운맛, 강한매운맛, 향신료, 건조형, 작은크기, 동남아풍","베트남 건고추, 베트남건고추, 프릭키누",고추,,,2026-09-07,180,90,
매운고추,재료,식재료 원물,견과/씨앗/고추류,고추류,고추류,"매운맛, 알싸함, 향신채, 자극적, 볶음용, 국물용",,고추,,,,60,10,
할라피뇨,재료,식재료 원물,견과/씨앗/고추류,고추류,고추류,"매운맛, 식감추가, 아삭함, 산미, 절임용, 서양식, 멕시코풍",할라페뇨,,,,,60,14,
풋고추,재료,식재료 원물,견과/씨앗/고추류,고추류,고추류,"매운맛, 식감추가, 아삭함, 청량감, 초록색, 생식용, 한식",,고추,,,,60,10,
고추,재료,식재료 원물,견과/씨앗/고추류,고추류,고추류,"매운맛, 색감, 알싸함, 향신채, 필수베이스, 다용도","청고추, 청홍고추, 삭힌고추, 삭힌 고추, 마른고추, 다진고추, 마른 고추, 매운 건고추, 다진 고추, 말린 고추",,,,2026-09-07,60,10,
오이고추,재료,식재료 원물,견과/씨앗/고추류,고추류,고추류,"식감추가, 아삭함, 수분감, 안매운맛, 초록색, 생식용, 채소","아삭이고추, 오이맛고추",고추,,,2026-09-07,60,10,
꽈리고추,재료,식재료 원물,견과/씨앗/고추류,고추류,고추류,"식감추가, 알싸함, 굴곡진형태, 볶음용, 조림용, 채소, 한식",,고추,,,,60,,
방울토마토,재료,식재료 원물,과일류,과일,과일,"감칠맛, 산미, 단맛, 수분감, 빨간색, 한입크기, 샐러드용",,토마토,,,,60,10,3
올리브,재료,식재료 원물,과일류,과일,과일,"감칠맛, 식감추가, 짠맛, 기름짐, 절임용, 서양식, 토핑용","블랙올리브, 그린올리브",,,,2026-09-07,,30,7
파인애플,재료,식재료 원물,과일류,과일,과일,"단맛, 산미, 과일향, 즙많음, 연육작용, 노란색, 열대과일",,,,,,60,5,2
체리,재료,식재료 원물,과일류,과일,과일,"단맛, 산미, 과일향, 빨간색, 작은크기, 디저트용, 토핑용",,,,,,30,5,1
수박,재료,식재료 원물,과일류,과일,과일,"단맛, 수분감, 청량감, 초록색, 빨간색, 과일, 생식용",,,,,,30,3,1
홍시,재료,식재료 원물,과일류,과일,과일,"단맛, 식감추가, 부드러움, 주황색, 걸쭉함, 디저트용, 가공과일",,,,,,30,7,2
참외,재료,식재료 원물,과일류,과일,과일,"단맛, 식감추가, 수분감, 아삭함, 노란색, 하얀색, 과일",,,,,,30,7,2
배,재료,식재료 원물,과일류,과일,과일,"단맛, 식감추가, 수분감, 아삭함, 하얀색, 연육작용, 한식부재료",갈배,,,,2026-09-07,60,21,5
바나나,재료,식재료 원물,과일류,과일,과일,"단맛, 식감추가, 부드러움, 포만감, 노란색, 열대과일, 든든함",,,,,,,,5
두리안,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 특유향, 묵직함, 열대과일, 고급풍미",,,,,,60,3,1
다래,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 작은크기, 초록색, 산딸기류, 상큼함",,,,,,30,5,2
대추야자,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 말린것, 꾸덕함, 끈적임, 건강식",,,,,,180,60,30
구아바,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 열대과일, 상큼함, 즙많음, 디저트용",,,,,,30,5,2
살구,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 주황색, 부드러움, 상큼함, 보들보들",,,,,,30,4,1
용과,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 열대과일, 수분감, 담백함, 화려한색",,,,,,30,5,2
샤인머스캣,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 포도향, 아삭함, 연두색, 고급풍미",,,,,,60,14,3
홍옥,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 사과향, 빨간색, 아삭함, 상큼함",,,,,,60,30,7
백도,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 복숭아향, 하얀색, 부드러움, 달콤함",,,,,,30,3,1
잭프루트,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 열대과일, 쫄깃함, 큰크기, 노란색",,,,,,60,5,2
부사,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 사과향, 아삭함, 빨간색, 식사대용",,,,,,60,30,7
백향과,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 패션후르츠, 산미, 씨앗식감, 열대과일",,,,,,60,14,5
머루,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 포도향, 작은크기, 짙은보라색, 야생과일",,,,,,30,4,1
파파야,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 열대과일, 부드러움, 주황색, 즙많음",,,,,,90,7,3
라즈베리,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 베리향, 빨간색, 상큼함, 디저트용",,,,,,30,3,
구즈베리,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 베리향, 산미, 작은크기, 상큼함",,,,,,30,5,2
리치,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 열대과일, 하얀색, 쫄깃함, 투명함",,,,,,60,5,2
복분자,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 베리향, 짙은보라색, 상큼함, 건강식",,,,,,60,3,
애플망고,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 망고향, 부드러움, 주황색, 고급풍미",,,,,,90,7,3
연시,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 감향, 부드러움, 주황색, 말랑함",,,,,,30,5,2
람부탄,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 열대과일, 하얀색, 쫄깃함, 화려한색",,,,,,60,5,2
귤,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 시트러스향, 주황색, 즙많음, 상큼함",,,,,,,14,7
설향,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 딸기향, 빨간색, 부드러움, 상큼함",,,,,,30,4,
멜론,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 수분감, 부드러움, 초록색, 고급풍미",메론,,,,,60,7,3
황도,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 복숭아향, 노란색, 부드러움, 달콤함",,,,,,60,5,2
으름,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 야생과일, 부드러움, 특이한형태, 달콤함",,,,,,30,4,2
대추,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 한식부재료, 갈색, 쫄깃함, 건강식",,,,,,365,180,180
오디,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 베리향, 짙은보라색, 수분감, 상큼함",,,,,,30,3,
비파,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 노란색, 부드러움, 상큼함, 희귀과일",,,,,,30,5,2
레드향,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 시트러스향, 주황색, 즙많음, 고급풍미",,,,,,,14,7
캠벨얼리,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 포도향, 짙은보라색, 즙많음, 달콤함",,,,,,90,7,3
무화과,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 부드러움, 씨앗식감, 짙은빨간색, 독특한향",,,,,,30,3,1
천도,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 복숭아향, 매끄러움, 상큼함, 단단함",,,,,,60,7,3
금귤,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 시트러스향, 작은크기, 껍질째먹는용",,,,,,,14,7
천중도,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 복숭아향, 분홍색, 아삭함, 달콤함",,,,,,60,7,3
자두,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 상큼함, 빨간색, 과즙많음, 여름과일",대석자두,,,,2026-09-07,60,7,3
버찌,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 작은크기, 짙은빨간색, 상큼함, 체리향",,,,,,30,3,
애플수박,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 수박향, 작은크기, 얇은껍질, 수분감",,,,,,60,7,3
돌배,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 단단함, 산미, 한식부재료, 건강식",,,,,,90,14,5
아오리,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 사과향, 초록색, 아삭함, 상큼함",,,,,,90,14,7
레드글로브,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 포도향, 빨간색, 아삭함, 씨앗있음",,,,,,90,7,3
감홍,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 사과향, 빨간색, 짙은단맛, 아삭함",,,,,,90,14,7
아떼모야,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 열대과일, 부드러움, 슈가애플, 달콤함",,,,,,60,7,3
플럼코트,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 자두향, 살구향, 하이브리드, 상큼함",,,,,,60,7,3
아세로라,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 비타민C, 빨간색, 상큼함, 건강식",,,,,,30,3,
거봉,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 포도향, 큰알, 짙은보라색, 달콤함",,,,,,90,7,3
홍아람,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 포도향, 붉은색, 아삭함, 상큼함",,,,,,90,14,7
모과,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 단단함, 특유향, 노란색, 청용, 차용",,,,,,,14,14
옥광,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 밤맛, 고소함, 단단함, 밤류",,,,,,90,14,5
앵두,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 작은크기, 빨간색, 상큼함, 과즙많음",,,,,,30,3,
감,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 주황색, 단단함, 떫은맛, 가을과일",,,,,,60,14,7
엘더베리,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 베리향, 짙은색, 건강식, 디저트용",,,,,,30,3,
블랙커런트,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 베리향, 산미, 보라색, 건강식",,,,,,30,3,
탱자,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 시트러스향, 노란색, 강한산미, 약재용",,,,,,90,14,5
대추토마토,재료,식재료 원물,과일류,과일,과일,"단맛, 신맛, 과일향, 아삭함, 대추형태, 빨간색, 노란색, 샐러드용","대추방울토마토, 방토",,,,2026-09-07,60,7,3
